"","academicyear","instname","control","hbcu","hsi","medical","nettuition01","tuition_reliance_a1","appliedaid01","grant01","tuition_discount","fed_grant_pct","fed_grant_avg_amount","inst_grant_avg_amount","loan_num","loan_avg_amount","tuition01_tf","fee01_tf","education_share","instruction_share","studserv_share","eandr_degree","average_subsidy","nettuition_share","gross_operating_margin","fringe_benefit_play","instr_sal_as_pct_instrtot","acadsupp_sal_as_pct_acadsupptot","assets06","totaldegrees_100fte","bach_deg_share_of_tot_deg","ftretention_rate","fall_cohort_num","fall_cohort_pct","total_enrollment_amin_tot","total_enrollment_asian_tot","total_enrollment_black_tot","total_enrollment_hisp_tot","total_enrollment_white_tot","total_enrollment_multi_tot","applcn","enrollftcount","enrollptcount","NumStudSubACT","NumStudSubSAT","instacttype","ft_executive_per_100fte","full_time_employee_share","ft_faculty_salary","full_time_employee_100fte","AK","AL","AR","AZ","CA","CO","CT","DC","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NV","NY","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VA","VI","VT","WA","WI","WV","WY"
"161",2012,"Southwestern University",1,0,0,0,23773051,0.566952802,20799640,1570074,0.466645373,26,4443,17977,176,8290,33440,0,0.979021612,0.36562708,0.164524647,174199.2141,25002728.94,0.487394585,-11649372,1.331065067,0.619117991,0.562629831,375582445,20.92675635,1,0.85,344,26,13,59,44,232,977,10,2613,344,0,1,1,2,3.961136024,0.911205074,67964.13934,32.2122571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"162",2012,"Southwestern Assemblies of God University",1,0,0,0,19567715,0.569633366,6242276,3783860,0.241855024,57,4064,5205,206,6294,14850,880,1,0.307162454,0.102585721,41402.40385,4114460,0.826263424,11635351,1.233045555,0.701737561,0.609159343,56942098,33.58778626,0.536713287,0.66,268,16,25,39,198,361,1368,0,1321,268,29,0,0,2,2.055196712,0.678233438,48770.20968,12.6247798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"163",2012,"Southern Methodist University",1,0,0,0,235633000,0.651877898,125742000,4762000,0.349814712,15,5054,23294,449,7747,34990,4440,0.854868875,0.473576059,0.126969718,87522.60165,72621603.01,0.764410321,37780000,1.313303678,0.657861928,0.427765843,2197681000,37.56399317,0.487223169,0.89,1382,22,55,721,704,1032,7157,135,10338,1382,0,1,1,2,3.498293515,0.743512974,94612.49645,23.83745734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"164",2012,"St. Mary's University",1,0,1,0,61611570,0.846753098,32269599,5821103,0.31492439,58,4739,12580,481,6986,22820,566,0.941717666,0.461943423,0.166445202,70469.73506,12029303.13,0.836649097,-6803287,1.197843617,0.738155132,0.503524853,267349659,27.72618732,0.471770335,0.75,641,26,14,107,157,2230,1136,3,4372,639,2,1,1,2,1.857256567,0.793902439,83314.36364,17.27248607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"165",2012,"Schreiner University",1,0,0,0,12223424,0.772995388,8370237,2119529,0.406447256,45,4580,10503,202,7354,19755,600,1,0.350305887,0.204895789,94699.69744,6243017,0.661926356,-2530138,1.229800307,0.676621678,0.438849495,111228050,18.50094877,0.815384615,0.64,275,27,4,12,39,278,713,29,1110,275,1,1,1,2,1.897533207,0.692832765,51412.61111,19.25996205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"166",2012,"Sam Houston State University",0,0,0,0,113517994,0.598435887,32086757,25301476,0.171408562,44,4425,4843,1258,6080,4104,1868,0.834820776,0.476307493,0.134807498,37453.00944,33485068.05,0.772215166,8956915,1.25607336,0.715211702,0.433519746,579132160,26.6354506,0.758726115,0.73,2003,13,62,236,2720,2874,10770,167,10231,2012,57,1,1,2,0.732899023,0.815461347,69415.87952,11.09527687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"167",2012,"University of St Thomas",1,0,1,0,45567355,0.753518019,10455256,2344309,0.179799324,39,4729,11515,105,5877,24960,340,1,0.557277546,0.110845202,58759.29775,3966733,0.919919127,9501446,1.197990714,0.575749844,0.255033322,187357638,35.5546183,0.359430605,0.82,234,15,10,286,489,1141,1292,83,820,234,4,1,1,2,2.446225221,0.725598527,66277.53289,16.61746099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"168",2012,"Saint Edward's University",1,0,1,0,90052238,0.80704499,37804160,6032786,0.293416143,40,4764,16050,516,8557,28300,400,1,0.43545909,0.135529348,66854.3371,-1403387,1.015830854,20611078,1.235490897,0.656579441,0.50327846,289750257,30.45475425,0.745098039,0.81,780,18,33,127,267,1637,2767,173,3886,780,1,1,1,2,1.584749655,0.663699308,73316.71921,15.41111621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"169",2012,"Rice University",1,0,0,0,110864863,0.337835914,86346036,2627826,0.463742303,17,4392,28119,205,6620,34900,651,0.770779557,0.600078566,0.123293038,214927.8496,246990006.6,0.30980398,-9228000,1.251949095,0.647661634,0.274142981,6235521000,27.37136281,0.529129129,0.97,998,27,16,969,330,655,2583,247,13816,1000,0,1,1,2,4.701627486,0.918326021,114356.8527,44.73121815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"170",2012,"Prairie View A & M University",0,1,0,0,56358669,0.396794723,23623586,20798321,0.147947813,74,4940,6314,1385,6294,4062,2070,0.723328411,0.45089036,0.119379128,59168.17308,31683572.54,0.640132146,-875791,1.238591494,0.703621734,0.429785684,508456813,19.94103458,0.689516129,0.64,1715,25,17,211,7148,318,274,187,9374,1786,0,1,1,2,0.696864111,0.850284784,65109.7303,14.00428839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"171",2012,"Paul Quinn College",1,1,0,0,2914783,0.556227956,191631,844771,0.061688815,91,6867,2001,49,7937,9300,3050,1,0.079153872,0.072824085,283388.9583,3886552,0.428560422,-1260310,1.115876929,0.885000892,0.798915774,17956551,13.1147541,1,0.77,55,27,1,2,186,9,1,0,276,77,3,1,1,2,6.557377049,0.762711864,41070,24.59016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"172",2012,"Our Lady of the Lake University-San Antonio",1,0,1,0,30656593,0.865412889,12082536,4123961,0.282704311,74,4972,11007,242,6688,22256,500,1,0.316579506,0.207080534,61278.57935,9113205,0.770851112,-2622940,1.191736156,0.719021377,0.503869301,110477487,34.375,0.514637904,0.59,243,16,21,25,261,1180,1096,0,1883,244,0,1,1,2,1.112288136,0.71557971,59005.31579,20.92161017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"173",2012,"University of North Texas",0,0,0,0,228044010,0.544638427,62226742,43965203,0.203045307,39,4376,3816,2244,5649,5884,2105,0.912330742,0.626138786,0.133141026,44017.88779,154867595.9,0.59555262,-26710412,1.244890275,0.581802481,0.64162514,1115925410,28.38265523,0.742499138,0.78,3906,13,219,1931,5023,5859,21332,827,14848,4122,98,1,1,2,1.08975823,0.659909502,78472.22145,11.89598356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"174",2012,"Midwestern State University",0,0,0,0,32549842,0.502172512,11172988,8782044,0.197625463,38,4310,3134,331,5822,3622,2026,0.95580679,0.512365976,0.184750991,47285.13135,31474225.85,0.508400092,-2147719,1.265222075,0.605094649,0.430822956,212761207,27.26540475,0.806499261,0.68,633,12,56,210,710,723,3827,83,2775,633,13,1,1,2,0.745066452,0.738663484,63026.58201,12.46476037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"175",2012,"McMurry University",1,0,0,0,18007157,0.67090044,8592348,3039111,0.323026613,52,4373,9933,266,8053,21010,860,1,0.439427979,0.113786621,75158.61887,1909877,0.904108363,4627040,1.345909374,0.563862601,0.423907757,112214558,20.38461538,1,0.61,330,22,9,14,231,285,850,45,1266,330,0,1,1,2,1.307692308,0.908730159,51711.98718,17.61538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"176",2012,"University of Mary Hardin-Baylor",1,0,0,0,45911430,0.786119732,15011621,5113252,0.246402962,41,4427,7287,460,6940,20700,2250,1,0.400070049,0.209547602,82338.85615,1598090,0.966362742,12978788,1.268071857,0.656052285,0.456396326,229917276,19.93091537,0.828422877,0.64,628,23,21,63,443,434,2027,13,9246,628,2,1,1,2,1.105354059,0.759368836,62216.52482,13.29879102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"177",2009,"Lubbock Christian University",1,0,0,0,16786287,0.790764196,7456499,1852993,0.234231266,32,4279,4880,242,6218,13550,1150,0.999210563,0.434078877,0.224261374,39686.00177,2382051.855,0.875729876,35900,1.142833291,0.692868554,0.62893935,63996304,31.46793151,0.795031056,0.65,269,17,9,7,93,286,1462,0,1099,271,2,1,1,2,2.671190874,0.694736842,47547.69767,17.19986319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"178",2012,"Lubbock Christian University",1,0,0,0,16836278,0.615575454,6440961,2919890,0.2767064,39,4211,5355,287,6904,15500,1370,0.999736799,0.374023424,0.203442943,50756.02552,6968297.968,0.707270653,2838840,1.152883691,0.716400877,0.584315787,73160935,28.10065908,0.746268657,0.62,322,20,19,15,127,345,1493,0,1485,322,0,1,1,2,2.216896345,0.698254364,49785.82022,16.77651288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"179",2012,"LeTourneau University",1,0,0,0,36652033,0.737906029,9718573,4894117,0.209584774,34,4785,10776,185,10805,23120,470,0.96379044,0.412444782,0.284122989,51742.78388,3500367.289,0.912822963,6665513,1.267602237,0.651840314,0.536407742,134310382,39.31104357,0.804123711,0.74,286,11,15,25,632,236,1844,36,1339,295,14,1,1,2,3.039513678,0.712890625,58950.74074,18.49037487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"180",2012,"Texas A & M International University",0,0,1,0,29317844,0.356074171,18166247,16553007,0.17709026,77,4693,2237,270,3935,3372,2037,0.870430109,0.469836922,0.131237883,48208.35029,20481381.85,0.588720879,-6438087,1.223498417,0.69137402,0.691840439,205663875,19.91517255,0.753146176,0.68,681,11,4,48,51,6497,151,7,4221,681,9,1,1,2,0.867553499,0.89481268,67054.94764,11.97223829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"181",2012,"University of the Incarnate Word",1,0,1,0,104197710,0.900751988,46700813,11494905,0.300537172,49,4465,10422,747,6885,21900,890,0.988059589,0.443762126,0.057685636,54105.81213,-16816823.41,1.192454255,22263528,1.173272587,0.698279863,0.522290818,314912404,26.70304233,0.659442724,0.78,1023,17,33,342,547,4126,1729,37,3595,1023,27,1,1,2,1.868386243,0.636602452,70293.6627,12.02050265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"182",2012,"Huston-Tillotson University",1,1,0,0,8509545,0.559416275,1156228,2986989,0.149747553,73,4624,6239,154,6514,10396,2034,1,0.318685705,0.166882356,109553.2231,5732374,0.597499887,-171521,1.232248189,0.687354474,0.535739313,27698278,15.85365854,1,0.5,181,21,0,2,625,171,56,13,739,188,2,1,1,2,3.536585366,0.754491018,47374.97959,15.36585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"183",2012,"University of Houston",0,0,0,0,329973901,0.47781064,66881278,29465441,0.158811037,46,4762,5031,1569,5776,5173,2340,0.629061784,0.53539351,0.067592252,48801.26247,70342855.08,0.824282012,82068587,1.224693311,0.706951266,0.536181027,2058631013,24.73241475,0.660002438,0.81,3556,11,98,7777,4836,9368,13196,894,14320,3555,163,1,1,2,0.557783339,0.682295518,91338.64992,13.90840293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"184",2012,"Houston Baptist University",1,0,0,0,31192078,0.826106609,26653121,3798944,0.431603257,56,4035,13284,306,6400,24145,1300,1,0.433673743,0.111662637,65159.80079,1843941,0.944183922,-13177316,1.185110153,0.719042855,0.581786312,209880721,23.05593452,0.735700197,0.67,496,24,6,314,445,617,764,134,9868,496,4,1,1,2,1.909959072,0.735714286,63489.7,14.05184175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"185",2009,"Hardin-Simmons University",1,0,0,0,22414437,0.826617257,10438016,1706492,0.317724098,42,2183,6440,389,6583,17400,980,1,0.545836012,0.106464149,57918.34942,7587268,0.74710544,-25325905,1.263861637,0.600094248,0.434239649,149385343,24.14945747,0.66988417,0.66,471,24,23,20,118,238,1752,18,1816,471,0,1,1,2,0.792549763,0.763855422,58050.25373,14.77872204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"186",2012,"Hardin-Simmons University",1,0,0,0,24483584,0.852988085,12671733,2506570,0.341047635,48,3089,8585,272,6187,21450,1010,1,0.547011942,0.174617564,66779.23791,10041282,0.709157973,-2334620,1.276223798,0.541010269,0.41908175,170476049,25.07274491,0.719535783,0.65,394,21,21,55,139,289,1697,23,1755,394,3,1,1,2,0.9214355,0.801526718,59786.88321,15.27643065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"187",2012,"Texas A & M University-Commerce",0,0,0,0,64838565,0.549499896,15591690,15202794,0.138536209,55,4497,5058,465,5894,4490,1793,0.934115257,0.532243896,0.10558261,31201.77254,26052198.41,0.713368032,4575260,1.254871329,0.62669109,0.406654393,258370422,35.10907557,0.51458977,0.71,773,11,159,302,2066,1024,6940,0,4712,776,25,1,1,3,0.735205496,0.650965251,64343.78246,10.1602989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"188",2012,"East Texas Baptist University",1,0,0,0,11307387,0.752394996,8210462,2416878,0.420664285,49,4291,7632,280,6781,19680,820,1,0.355679313,0.281477411,81092.875,6857417,0.622488798,-1688490,1.263105523,0.700152379,0.389622495,99461869,19.70096746,0.924107143,0.59,329,28,9,8,234,113,802,23,1146,329,4,1,1,2,2.462620932,0.79787234,52670.43939,19.78891821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"189",2012,"University of Dallas",1,0,0,0,34002286,0.878053354,22489699,1225944,0.385366025,27,4304,17018,215,7373,27500,1825,0.996653768,0.456939109,0.184975511,56187.79638,7408119.934,0.82110487,-6917900,1.286306158,0.608080083,0.53899218,123567250,35.14544588,0.404341927,0.8,371,27,10,182,182,354,1654,56,1082,371,0,1,1,2,1.812112542,0.720250522,58216.86614,16.45207439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"190",2012,"Dallas Christian College",1,0,0,0,3149607,0.693419487,534345,571575,0.007152859,47,3478,3397,43,11028,12448,700,1,0.229337036,0.168826818,71269.25,841471,0.789161976,75903,1.386382938,0.612826149,0.519156105,4902399,20.81784387,0.946428571,0.67,45,14,5,2,65,58,172,8,107,43,3,1,1,2,1.486988848,0.861111111,45242,11.52416357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"191",2012,"Dallas Baptist University",1,0,0,0,62720115,0.907962913,23395087,4290020,0.242260488,23,3922,8719,234,10975,19800,100,1,0.41052639,0.256980164,53073.01096,5054120,0.925427118,6978299,1.188051636,0.669351437,0.537163053,149819122,31.75037295,0.545810493,0.74,439,13,44,115,1173,497,3160,0,2126,439,5,1,1,2,0.571854799,0.918181818,67588.42373,10.04475385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"192",2012,"Texas A & M University-Corpus Christi",0,0,1,0,61175451,0.428237971,14624605,15665359,0.132046019,47,4586,1511,839,6412,4494,2100,0.766565162,0.538226232,0.126437617,45244.29154,30806193.71,0.665083248,-10744254,1.223136396,0.632137308,0.469473728,339680397,24.46155697,0.714707329,0.6,1451,18,57,466,496,4178,4292,57,5094,1379,27,1,1,2,1.058837685,0.716090426,74209.14043,12.95872939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"193",2012,"Concordia University-Texas",1,0,0,0,30235286,0.856126445,10542884,2348928,0.224586502,35,4249,9846,205,5971,22920,0,1,0.375200375,0.274519944,43197.94882,996831,0.968083143,1172582,1.255816934,0.655826586,0.465180273,105824476,40.18899389,0.333333333,0.54,269,18,15,67,462,536,1358,0,820,260,7,1,1,2,0.500277932,0.487912088,58576.26866,12.34018899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"194",2012,"Austin College",1,0,0,0,22200614,0.837449605,20064780,1511617,0.474733064,33,5108,16901,304,8265,31110,160,0.990956807,0.43798244,0.180061321,116278.6655,11869034.98,0.651624383,-4389217,1.27948492,0.552225761,0.363836828,233646918,21.80059524,0.941979522,0.84,359,27,7,186,55,190,839,53,3309,359,0,1,1,2,3.273809524,0.826229508,69406.72727,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"195",2012,"Angelo State University",0,0,0,0,49399363,0.552919537,19640118,10485567,0.179776307,50,4492,3822,861,5629,3880,2331,0.947765006,0.633117299,0.063212453,52514.54952,19552240.52,0.716435304,-3084384,1.268763895,0.522076889,0.478942379,326425446,21.39481832,0.713632902,0.61,1422,23,50,102,636,1810,4298,76,4527,1423,32,1,1,2,1.075444028,0.874100719,61049.72761,11.87876813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"196",2012,"Abilene Christian University",1,0,0,0,63886171,0.717318588,35162203,3644863,0.330881599,26,4381,10169,513,9519,23610,1660,0.932625784,0.361659239,0.208273128,75218.47218,19681551.6,0.76448381,2694892,1.31773112,0.663705956,0.473365718,501061072,26.97256616,0.724572457,0.75,855,23,12,48,364,408,3369,105,3470,863,1,1,1,2,1.068220442,0.922604423,65786.28049,18.23258072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"197",2012,"Vanderbilt University",1,0,0,1,235814422,0.257998473,199267242,3990202,0.475273807,14,4826,37615,195,6001,40320,1012,0.650346086,0.821830861,0.034358021,269340.5468,766132412.1,0.235356222,107443017,1.219374659,0.691480881,0.736253679,7471162541,30.30796806,0.449731183,0.96,1600,23,31,805,898,726,8152,396,24837,1600,1,1,1,2,12.33501711,0.918221119,109760.5425,186.8909891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"198",2012,"Union University",1,0,0,0,47107149,0.831724456,23675786,3464686,0.310627044,36,4798,12930,265,6144,23330,700,1,0.586725965,0.135461038,53042.80847,10497341,0.817768702,1578299,1.270788673,0.66143171,0.511652886,176699569,31.81951362,0.593001842,0.94,470,16,4,73,696,63,2904,21,1923,484,32,1,1,2,1.875183123,0.713125846,66127.29114,15.44096103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"199",2012,"Tusculum College",1,0,0,0,18243421,0.747678829,9134877,4919350,0.33365394,68,4457,9454,237,5779,20910,0,0.870830131,0.31595804,0.238991553,46538.33178,4141516.587,0.814986458,1581416,1.123418767,0.729109714,0.813086415,80696699,23.0806142,0.758835759,0.59,298,16,4,13,251,42,1742,0,3080,282,1,1,1,2,0.959692898,0.628392484,41995.92208,14.44337812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"200",2012,"Trevecca Nazarene University",1,0,0,0,19681861,0.794948331,832223,2207696,0.319451303,50,3413,9508,228,4632,19990,500,1,0.4224278,0.187801763,39203.81795,11328359,0.634689499,2588723,1.181338724,0.705791079,0.568681708,93016522,35.71106095,0.428571429,0.69,262,18,10,18,285,44,1719,26,960,240,1,1,1,2,2.031602709,0.651270208,54611.88235,12.73137698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"201",2012,"Tennessee Technological University",0,0,0,0,63426564,0.457157736,36080685,16128620,0.162791261,39,4235,3813,929,4206,5256,1150,0.836197998,0.518359621,0.154536002,49841.49557,39695490.34,0.615063038,3417669,1.341553962,0.634130749,0.509788764,212994393,20.33815,0.823586274,0.73,1951,20,37,129,451,221,10178,164,4447,1960,8,1,1,2,0.265408434,0.664556962,62448.10428,10.3214391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"202",2012,"Tennessee Wesleyan College",1,0,0,0,11094663,0.88469227,8687752,2194817,0.43916539,45,3968,9362,138,6521,19000,700,1,0.35667886,0.249247164,41668.40441,239143,0.978900027,940047,1.224423035,0.751198322,0.621079599,29188804,26.4849075,1,0.66,206,19,2,11,57,16,913,7,653,206,2,1,1,2,1.850048685,0.886524823,43865.39623,12.17137293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"203",2012,"Southern Adventist University",1,0,0,0,39905026,0.890700605,11921332,4359360,0.230024498,36,4169,5914,369,7571,17534,790,0.973430314,0.43406434,0.144379996,78732.5639,8043105.414,0.832254038,3165539,1.434321966,0.549583391,0.372551027,128403011,21.78890877,0.545155993,0.76,638,23,12,198,399,561,1833,35,2296,638,14,1,1,2,2.182468694,0.861660079,49825.59627,15.59928444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"204",2012,"Sewanee-The University of the South",1,0,0,0,33043076,0.639575315,18184422,1063710,0.386446373,19,4805,17045,178,5109,32020,272,0.984529459,0.37989662,0.179216398,167653.394,30497560.34,0.520030612,-1258927,1.346524547,0.579316565,0.393579976,539862035,24.61038961,0.899736148,0.9,433,29,1,35,60,56,1294,63,2920,433,0,1,1,2,4.220779221,0.845500849,78336.08397,32.33766234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
