"","academicyear","instname","control","hbcu","hsi","medical","nettuition01","tuition_reliance_a1","appliedaid01","grant01","tuition_discount","fed_grant_pct","fed_grant_avg_amount","inst_grant_avg_amount","loan_num","loan_avg_amount","tuition01_tf","fee01_tf","education_share","instruction_share","studserv_share","eandr_degree","average_subsidy","nettuition_share","gross_operating_margin","fringe_benefit_play","instr_sal_as_pct_instrtot","acadsupp_sal_as_pct_acadsupptot","assets06","totaldegrees_100fte","bach_deg_share_of_tot_deg","ftretention_rate","fall_cohort_num","fall_cohort_pct","total_enrollment_amin_tot","total_enrollment_asian_tot","total_enrollment_black_tot","total_enrollment_hisp_tot","total_enrollment_white_tot","total_enrollment_multi_tot","applcn","enrollftcount","enrollptcount","NumStudSubACT","NumStudSubSAT","instacttype","ft_executive_per_100fte","full_time_employee_share","ft_faculty_salary","full_time_employee_100fte","AK","AL","AR","AZ","CA","CO","CT","DC","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NV","NY","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VA","VI","VT","WA","WI","WV","WY"
"1",2012,"New Hope Christian College",1,0,0,0,610729,0.597980651,14539,232786,0.202944021,59,4504,2126,13,7808,7080,512,1,0.170687175,0.207198631,55952.15789,452362,0.574484216,53152,1.266600225,0.796843312,0.225542419,542090,20.43010753,0.526315789,0.87,22,21,0,64,8,7,24,16,58,28,11,0,0,2,3.225806452,0.1,29455,4.301075269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2012,"Providence Christian College",1,0,0,0,1082289,0.285466086,994379,118905,0.445410305,56,4544,15980,10,5474,20964,750,1,0.327744509,0.174993418,223263,927078,0.538621864,1208676,1.231090556,0.793739058,0.839942855,1242198,12.85714286,1,0.89,16,23,0,1,0,6,37,2,60,23,0,0,0,2,8.571428571,0.428571429,50169.25,21.42857143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2012,"The King<U+0092>s College",1,0,0,0,4768919,0.300916445,8472277,619758,0.641269349,38,4512,18591,111,7211,28890,350,1,0.308774816,0.2470182,229536.2069,8544181,0.358212512,2064830,1.164916116,0.649560299,0.647469991,22942747,12.66375546,1,0.68,162,35,3,20,15,28,349,24,3388,162,0,1,1,2,4.585152838,0.78021978,66252.78261,15.50218341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2012,"Ave Maria University",1,0,0,0,6488278,0.298528577,9232454,1130076,0.587278888,35,3767,11917,125,6283,19440,650,1,0.292346293,0.237768734,170354.5556,19575969,0.248934028,-4903846,1.225172752,0.583687258,0.257348089,354630169,18.30143541,0.790849673,0.72,217,29,2,10,25,94,462,0,1271,219,0,1,1,2,2.392344498,0.877192982,56957.71154,17.94258373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2012,"California State University-Channel Islands",0,0,0,0,29158152,0.356299053,7160747,6934216,0.00792256,41,4640,5406,287,6064,5472,844,0.966171087,0.432934616,0.127794595,70877.77148,50437585.37,0.366328059,-1340442,1.407419074,0.553447892,0.495954011,568347492,30.17195056,0.893143366,0.82,602,15,29,277,91,1434,2029,71,5745,516,11,1,1,2,0.940354648,0.742983752,79073.90977,13.51423966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2012,"Nevada State College",0,0,0,0,10060612,0.469735468,3359612,4464000,0.012369176,56,4236,1400,84,5099,3398,608,0.995574248,0.45103324,0.119573485,74767.46131,10276137.48,0.494701083,-928000,1.209482743,0.629911748,0.54635001,42904000,13.81411884,1,0.62,226,7,36,382,372,619,1523,147,1401,258,71,0,0,2,0.761808024,0.511415525,67537.33333,5.688166582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2012,"King's University",1,0,0,0,2900413,0.591952793,40495,412447,0.081634546,45,5328,4765,6,5500,7740,405,0.967885738,0.267041683,0.141906971,79225.65296,1694674.872,0.631198593,382167,1.203412262,0.754734818,0.526273726,5566063,21.09090909,0.224137931,0.29,11,5,1,35,64,50,257,39,23,11,5,0,0,2,3.272727273,0.376146789,47974,14.90909091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2012,"Florida Gulf Coast University",0,0,0,0,59523720,0.454411642,23682282,15880587,0.179415049,33,4369,3033,1145,6945,3742,1790,0.904819801,0.567706184,0.104774262,46499.11306,53934115.86,0.524632958,-6911639,1.236310848,0.616996039,0.546198971,595192946,22.65552461,0.714754098,0.75,2532,22,32,230,767,1995,9070,240,9199,2543,38,1,1,2,1.47632312,0.77833935,63623.86041,10.00928505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2009,"Messenger College",1,0,0,0,413685,0.983980305,204473,186576,0.021371171,83,2185,139,6,2843,6250,675,1,0.239406341,0.097092218,96056.875,354770,0.538333409,-69740,1.191595839,0.827077886,0.757682868,2187394,12.55605415,0.75,0.65,6,9,2,1,5,6,56,1,26,12,4,0,0,2,6.278027075,0.52173913,23318.66667,18.83408122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2012,"California State University-Monterey Bay",0,0,1,0,36506321,0.39674209,14543912,11241103,0.024074793,49,4804,7422,466,5212,5472,491,0.986563748,0.343012409,0.191288302,94020.19708,57231815.49,0.38945004,-11012023,1.402790921,0.55793556,0.450003724,356155614,20.57366901,0.86559679,0.79,866,18,21,247,234,1832,2078,232,10263,823,6,1,1,2,0.907965332,0.742063492,70350.40764,11.57655799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2012,"California State University-San Marcos",0,0,0,0,70652749,0.543319271,19108380,15662500,0.078189624,42,4416,4823,511,5244,5472,1124,0.990541111,0.447731787,0.121559964,63390.57812,57903343.43,0.549586936,-15631388,1.411474002,0.601385866,0.522351575,335473112,23.28892972,0.900394477,0.82,1359,14,56,1001,270,3026,4347,410,9937,1160,96,1,1,2,0.551217271,0.694605809,75909.86477,9.611851171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2012,"St John's College",1,0,0,0,9760435,0.761452009,9182909,574619,0.459374826,33,4529,27603,81,6133,43655,400,1,0.436288264,0.162516944,138111.2441,7779693,0.556463157,-3223553,1.288147872,0.614274036,0.62245263,67512289,29.1954023,0.590551181,0.67,99,27,1,12,5,36,311,21,263,102,0,0,0,2,5.517241379,0.869318182,82186.02041,35.17241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2012,"Purdue University-Main Campus",0,0,0,1,562297456,0.437491578,70825529,28013053,0.137948265,21,5004,6163,2561,6707,8893,585,0.604428807,0.726220092,0.036154645,77774.40358,213268896.5,0.72501528,106513985,1.372365178,0.588078573,0.299764855,4285855868,26.35794148,0.708383474,0.9,6773,21,112,1983,1411,1320,26743,462,29721,6773,48,1,1,2,1.244944889,0.60146409,88101.5351,24.10593926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2012,"Stanford University",1,0,0,1,265837000,0.109756707,240649000,5143000,0.545791295,16,4388,36389,188,6589,40050,1514,0.568185197,0.681590396,0.083244482,325062.4693,1363376096,0.163168956,1100902000,1.527255786,0.453336287,0.453337904,28981774000,29.35801312,0.342178771,0.98,1707,25,86,2866,763,1796,7068,1261,34348,1707,0,1,1,2,3.163074039,0.638563622,131503.9048,62.2891284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2012,"Universidad Politecnica de Puerto Rico-Hato Rey Campus",1,0,0,0,44821248,0.955027592,12648298,10955431,0.012390366,79,4787,1046,143,3685,6768,780,0.917392373,0.423025607,0.11383474,37632.95879,-16859959.62,1.602975063,4984409,1.152543462,0.810691034,0.751829251,85327353,20.62170414,0.702557201,0.71,490,11,0,0,0,5050,0,0,737,490,15,0,0,2,0.638356925,0.786692759,36354.20497,11.15736886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2012,"University of Sacred Heart",1,0,0,0,37676522,0.869030142,1914125,19772055,0.004556082,82,5148,2206,194,3653,4320,850,1,0.367456693,0.119621012,37534.19857,-817939,1.022191276,3394901,1.223199948,0.743509289,0.587679772,75189336,18.02165535,0.675152749,0.72,950,17,0,0,0,6518,0,0,4822,950,123,0,0,2,1.431455313,0.58630137,37187.53465,7.85465223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",2012,"Universidad Metropolitana",1,0,0,0,65440057,0.801838318,6789717,52665784,0.044915955,97,5201,2444,383,1816,4344,850,0.801322308,0.452190798,0.100944331,33195.90803,-973603.6079,1.015102484,-1870657,1.29528671,0.761165028,0.496940958,106615153,17.09958616,0.646755922,0.73,2238,20,0,0,0,13529,0,0,8655,1959,156,0,0,2,0.924539931,0.481191223,40542.16667,5.406357313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2012,"Bayamon Central University",1,0,0,0,10727341,0.983822608,126757,8129268,0.005424515,92,4814,135,11,3368,4950,650,1,0.38286103,0.16300906,27640.6046,1296322,0.892185767,-778174,1.192181829,0.468604672,0.550023262,32276100,24.22048998,0.691954023,0.7,213,12,0,0,0,2185,0,0,1578,520,95,0,0,2,1.614699332,0.562711864,26259.30952,9.242761693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2009,"Universidad Adventista de las Antillas",1,0,0,0,8056832,0.927233711,3401792,2824185,0.017233596,83,4505,1338,58,2875,4704,1106,1,0.508511566,0.093613424,42349.16901,-2043250,1.339772535,-62361,1.246683553,0.614497301,0.545950235,9630168,15.95910755,0.746478873,0.67,155,18,0,1,26,872,7,0,400,151,2,0,0,2,2.360149708,0.738636364,23678.02381,14.61045058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2012,"Universidad Adventista de las Antillas",1,0,0,0,11881320,0.873983197,5532313,4801655,0.031773216,86,5497,1215,50,2948,5340,995,1,0.507453343,0.088745646,50303.78431,-4184841,1.543734479,-108587,1.317430234,0.622267644,0.503639114,11092944,13.0212766,0.797385621,0.62,204,17,1,2,22,1149,10,0,459,202,4,0,0,2,1.872340426,0.735751295,29782.38,12.08510638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2012,"University of Wyoming",0,0,0,0,53145430,0.141883534,23636840,10092160,0.257623656,21,4250,1994,599,6032,2496,1005,0.582085461,0.634160076,0.065342888,82253.81144,172888043.8,0.235121945,12740908,1.325125795,0.643435342,0.38271689,1099845788,24.75675676,0.750363901,0.74,1531,15,108,165,135,615,10034,202,3713,1458,14,1,1,2,1.027027027,0.706696878,78359.97597,25.28828829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"22",2009,"University of Wisconsin-Stevens Point",0,0,0,0,45893525,0.474995361,4434148,7337754,0.011388878,20,4110,1259,951,5130,5084,1112,0.820543222,0.532386794,0.180579681,52651.47838,46878379.9,0.494692063,-271912,1.413455618,0.59257823,0.555797673,211779539,20.52175206,0.91430193,0.75,1608,18,63,203,106,119,8323,34,4719,1611,13,1,0,2,0.675517378,0.778529163,57628.68732,10.72675008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"23",2012,"University of Wisconsin-Stevens Point",0,0,0,0,56301299,0.55054021,6606534,12433689,0.026593458,30,3867,1366,1076,5857,5970,1176,0.827206347,0.54195928,0.182045493,48588.93661,41265285.71,0.577055138,291703,1.382519612,0.574228613,0.546820466,269827231,22.39072257,0.855079681,0.8,1601,18,44,209,101,198,8526,134,4644,1644,17,1,0,2,0.680196253,0.769968051,57003.11141,10.74933095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"24",2009,"University of Wisconsin-River Falls",0,0,0,0,32609613,0.511294241,3118301,4608061,0.006558619,23,3935,1417,860,5889,5156,1064,0.939011265,0.469250451,0.168024753,53637.26772,34597883.45,0.485207971,-666201,1.406968196,0.635595457,0.482813773,156107959,20.68071345,0.857940942,0.74,1332,22,29,153,88,83,5971,18,2886,1276,11,1,0,2,0.72621819,0.786885246,61193.39004,9.506856304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"25",2012,"University of Wisconsin-River Falls",0,0,0,0,39021350,0.59455966,5153601,8032115,0.016989373,33,3822,1545,888,6575,6070,1207,0.961743485,0.478234683,0.190376856,50014.9641,33150243.19,0.540674638,-740120,1.366541476,0.607008283,0.436930717,185789811,22.97404872,0.865557866,0.72,1221,19,17,183,95,111,6160,90,2749,1230,15,1,0,2,0.668683331,0.773662551,62428.00427,8.979461869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"26",2012,"University of Wisconsin-Platteville",0,0,0,0,49005741,0.774581923,5614433,9189241,0.068007264,32,3925,896,1068,5929,6084,1029,0.917648559,0.480306996,0.183510341,56455.02039,29974832.53,0.620478414,-8858071,1.302593825,0.623215595,0.426698774,203566041,18.9258658,0.837741244,0.74,1624,22,18,102,183,144,7457,88,3112,1534,70,1,0,2,0.716991342,0.833156217,56151.54574,10.60606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"27",2009,"University of Wisconsin-Milwaukee",0,0,0,0,179963598,0.503937969,11993305,18463441,0.023118156,23,4549,3341,2461,6537,6531,774,0.765681403,0.573648837,0.166526637,56709.74187,109482924.5,0.621750769,-992574,1.368199815,0.649560242,0.735084694,564596478,20.38636944,0.708659875,0.69,4002,16,200,1271,1935,1184,23021,149,11136,4465,133,1,0,2,0.671024699,0.603400638,68574.60665,11.33951858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"28",2012,"University of Wisconsin-Milwaukee",0,0,0,0,213680292,0.576501248,28110704,35232156,0.046913041,38,4725,3494,2525,7012,7669,1006,0.76041472,0.577215424,0.16317665,55393.03339,107543908.6,0.665206082,-15985249,1.331906395,0.631090466,0.673114775,651473111,22.70822728,0.719089498,0.7,3660,15,127,1548,2266,1690,21973,668,9137,3731,96,1,0,2,0.665700748,0.593149038,69580.19267,11.59494067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"29",2009,"University of Wisconsin-Madison",0,0,0,1,312458723,0.180985262,35769788,12704002,0.129358467,11,5250,2628,2086,5857,6678,886,0.377927195,0.677281001,0.126424707,68348.57847,362688535.1,0.462800847,-120995726,1.336697208,0.676094383,0.600391685,3428176727,25.48490657,0.671897145,0.94,5759,19,244,2182,1179,1410,30889,205,22289,5980,14,1,1,2,1.184204507,0.617364918,90148.51676,32.54369422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30",2012,"University of Wisconsin-Madison",0,0,0,1,375906731,0.208086828,66778438,18801515,0.156061993,16,4271,4926,2368,6843,8592,1073,0.359658911,0.65541255,0.145214779,71497.00865,339420840.5,0.525502925,35846596,1.30310367,0.690034588,0.533099249,4368662759,25.46125461,0.64187906,0.94,5819,19,136,2188,1032,1733,30774,797,21689,5920,7,1,1,2,1.208805192,0.619977309,93999.58242,33.37574755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31",2012,"University of Wisconsin-Superior",0,0,0,0,16152169,0.432774658,3946325,4625728,0.017504502,39,4169,3961,233,5780,6207,1329,0.85154555,0.415298184,0.213742929,63745.94609,20501750,0.440666904,-23336442,1.400281827,0.634102218,0.484394359,99441701,23.65281777,0.852173913,0.68,341,13,67,36,36,40,2413,42,965,369,11,1,0,2,1.398601399,0.794582393,55179.49231,14.47963801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"32",2009,"University of Wisconsin-Stout",0,0,0,0,44974509,0.522704588,5516016,5763191,0.018436035,30,3092,1421,1099,6122,5662,1922,0.907504096,0.530642627,0.157325576,52315.95456,46421463.62,0.492084145,-3035180,1.398816533,0.545591224,0.470594818,190940371,22.41335888,0.848883801,0.72,1633,21,71,240,105,90,8011,12,3650,1489,9,1,0,2,0.808266519,0.766580534,57206.47401,11.41836829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"33",2012,"University of Wisconsin-Stout",0,0,0,0,47728108,0.573011532,13093111,9503710,0.11291748,31,4114,1620,1069,6772,6649,1893,0.931580478,0.517484837,0.167654761,55611.12418,55152471.73,0.463917565,-9626544,1.38331707,0.538258112,0.445899234,238051361,23.01853926,0.834054054,0.71,1458,17,50,277,102,159,8277,128,3218,1571,25,1,0,2,0.833644395,0.7299509,57356.26284,11.09866866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"34",2009,"University of Wisconsin-Parkside",0,0,0,0,21027193,0.424712352,3318266,5351485,0.020185932,35,4261,3131,477,5231,5084,984,0.893204668,0.431959916,0.221243151,70513.92254,26217135.1,0.445073384,-371869,1.422654083,0.659798509,0.549743444,144275977,15.63300527,0.952238806,0.66,833,17,23,145,528,421,3820,56,2054,833,118,1,0,2,0.816649529,0.763665595,57299.85549,11.08310075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"35",2012,"University of Wisconsin-Parkside",0,0,0,0,23099776,0.465765914,5211491,8336570,0.035427706,46,4642,1927,435,5531,5970,960,0.929849124,0.40361826,0.228999109,72069.51973,29366834.36,0.440275746,-7698246,1.395657466,0.621044563,0.527350887,159772939,18.30065359,0.949175824,0.59,679,14,10,120,498,475,3462,132,1823,711,94,1,0,2,0.804424334,0.779967159,55937.79558,11.94067371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"36",2009,"University of Wisconsin-Oshkosh",0,0,0,0,49603168,0.47833336,5086687,7531033,0.027116379,20,4099,1375,1105,5582,5194,843,0.922905937,0.552519218,0.151669827,51874.49388,60993252.95,0.448506087,-4054548,1.403055006,0.630608768,0.605399659,223598379,20.45768772,0.858348968,0.77,1807,16,132,394,159,220,11613,5,5006,1723,37,1,0,2,0.738856451,0.674675325,59353.11568,9.969764325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"37",2012,"University of Wisconsin-Oshkosh",0,0,0,0,65048071,0.576435485,8423803,13316070,0.036795289,30,4048,1479,1213,6181,6090,905,0.908446066,0.576136954,0.158568045,54084.1754,53234020.59,0.549940148,-14390228,1.383805965,0.611693036,0.598010937,299508888,19.68319683,0.890260631,0.74,1836,15,106,465,235,314,12037,154,4935,1817,44,1,0,2,0.66600666,0.730065359,59636.4351,10.05310053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"38",2012,"Wisconsin Lutheran College",1,0,0,0,11790401,0.605228514,9469594,1195839,0.445418475,32,4344,11936,194,5948,22680,150,0.952423372,0.409681407,0.214602894,107832.7623,9021322.119,0.566526901,-3726843,1.297922916,0.584707611,0.381764428,105494891,20.06237006,1,0.74,263,26,8,10,57,35,860,10,802,263,0,1,1,2,3.326403326,0.610655738,51516.39063,15.48856549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"39",2009,"University of Wisconsin-La Crosse",0,0,0,0,53567904,0.55444806,5332903,5013880,0.010167458,15,4258,801,1033,5426,5643,1005,0.906643874,0.538567327,0.161160421,42937.98927,37632385.2,0.587365506,5637990,1.395592066,0.592965672,0.481500577,231052988,23.26678076,0.764124294,0.86,1779,21,55,323,99,139,8765,0,6757,1750,4,1,0,2,0.67916215,0.699832776,59919.96944,9.168689027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"40",2012,"University of Wisconsin-La Crosse",0,0,0,0,70965528,0.722157061,8565154,7833915,0.032871257,20,4013,1059,1186,6336,7189,1140,0.92553114,0.521775339,0.168790565,52035.8731,32221608.35,0.68773619,834312,1.354289449,0.605366614,0.46147158,316506939,20.68210263,0.804336863,0.85,1976,21,39,300,77,231,9050,154,6090,1836,4,1,0,2,0.657071339,0.739824421,58870.38038,9.668335419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"41",2009,"University of Wisconsin-Green Bay",0,0,0,0,25361033,0.463822979,4545552,4392387,0.035755366,21,4336,2754,631,5518,5084,1224,0.920024423,0.441152753,0.213707747,55383.915,31352095.96,0.447180987,-870946,1.401762455,0.623872199,0.545244847,148108587,19.08432926,0.9453125,0.72,1000,16,121,178,42,116,5668,31,2761,987,16,1,0,2,0.708207531,0.861244019,56753.06349,10.06400176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"42",2012,"University of Wisconsin-Green Bay",0,0,0,0,32210894,0.52363633,7372284,8395924,0.045656132,34,4143,4201,609,6037,5970,1312,0.914746501,0.462581136,0.219869623,50018.00042,30011498.52,0.517673665,-1159194,1.385583769,0.597106268,0.529326448,153268535,22.67176964,0.943729904,0.74,869,13,108,195,65,180,5887,99,2527,894,12,1,0,2,0.656096227,0.779329609,56720.58854,10.16949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"43",2009,"University of Wisconsin-Eau Claire",0,0,0,0,53899396,0.500297258,2885787,6709358,0.007492868,15,4771,1548,1000,5293,5240,959,0.953418615,0.486671927,0.180569629,54741.85716,57062348.45,0.485747554,1963676,1.421684348,0.629631817,0.478422488,186929813,19.64721867,0.925505673,0.85,2052,20,68,304,54,126,10229,28,7024,2026,8,1,0,2,0.57187267,0.774647887,58740.46009,9.595829541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"44",2012,"University of Wisconsin-Eau Claire",0,0,0,0,68394994,0.604144638,5531801,10965131,0.047312317,26,4301,921,1168,6229,6733,1286,0.962234689,0.510651267,0.186676394,52328.62085,51960833.95,0.568273221,749466,1.398769378,0.596687194,0.486181389,270812652,21.95704057,0.908695652,0.84,1944,18,46,361,79,190,10143,124,6634,2058,14,1,0,2,0.591885442,0.80077821,59476.47461,9.823389021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
